ABG,0.0
ABL,0.0
AFG,0.0623
AKVA,0.0
AMSC,0.0
AFK,0.0
ARR,0.0
ASA,0.0
ACR,0.0
BMA,0.3422
CONTX,0.21495
DNB,0.0
EQNR,0.0
EPR,0.0
FLNG,0.13111
FRO,0.08444
GOGL,0.0
IWS,0.0
LINK,0.0
NEXT,0.0
NOM,0.0
NAS,0.0
NRC,0.0
PEN,0.0
PHO,0.0
PRS,0.0
PROT,0.0
ROGS,0.0
SALM,0.0
SATS,0.0
RING,0.03096
SPIR,0.0
STRO,0.0
TECH,0.0
TEL,0.0
TGS,0.13405
